["227072990", "\"2021-01-08 07:23:06 GMT\""]	"227072990,\"2021-01-08 07:23:06 GMT\",49.38827,1.00899,343.4,0,511,15,0,\"BON SECOURS 7\",\"FV6105\",52,7,21,4,3,0,\"\",\"00-00 00:00\""
["229383000", "\"2021-01-08 07:20:41 GMT\""]	"229383000,\"2021-01-08 07:20:41 GMT\",34.97741,33.94739,0.1,0,511,5,9589205,\"RUNNING ON WAVES\",\"9HA3288\",36,44,20,4,4,3.6,\"AYIA NAPA\",\"08-22 14:00\""
["230946000", "\"2021-01-08 07:25:55 GMT\""]	"230946000,\"2021-01-08 07:25:55 GMT\",60.45171,22.07113,300.8,0,162,0,9230244,\"UKKO\",\"OJIJ\",52,17,17,6,7,5.5,\"ESCORT TUG\",\"11-16 16:00\""
["235031462", "\"2021-01-08 07:25:54 GMT\""]	"235031462,\"2021-01-08 07:25:54 GMT\",53.84571,-3.58316,140.6,0,511,0,0,\"ACCOMODATION PLAT 1\",\"GDST\",0,0,0,0,0,0,\"\",\"00-00 00:00\""
["235060723", "\"2021-01-08 07:24:50 GMT\""]	"235060723,\"2021-01-08 07:24:50 GMT\",49.1815,-2.11819,0,0,511,15,0,\"QUO VADIS\",\"2ALH2\",36,8,6,1,3,0,\"\",\"00-00 00:00\""
["239998600", "\"2021-01-08 07:25:55 GMT\""]	"239998600,\"2021-01-08 07:25:55 GMT\",37.85699,23.5126,36.8,0.6,511,8,8923129,\"ACCORD\",\"SVA7378\",80,58,19,8,7,0,\"BUNKERING PIRAEUS\",\"00-00 00:00\""
["244059940", "\"2021-01-08 07:25:54 GMT\""]	"244059940,\"2021-01-08 07:25:54 GMT\",51.99426,4.36948,133.3,0.7,511,0,0,\"BETUWE\",\"PF2349\",70,55,8,3,4,1,\"WERKENDAM\",\"08-30 06:19\""
["244130479", "\"2021-01-08 07:26:01 GMT\""]	"244130479,\"2021-01-08 07:26:01 GMT\",51.8988,4.42483,360,0.1,511,0,0,\"WADDENZEE\",\"PE2368\",33,3,17,2,3,1,\"\",\"02-00 00:00\""
["244138755", "\"2021-01-08 07:05:08 GMT\""]	"244138755,\"2021-01-08 07:05:08 GMT\",52.3301,4.84443,360,0,511,15,0,\"PRESIDENT VAN HEEL\",\"PI8791\",37,7,8,4,1,0,\"\",\"00-00 00:00\""
["248000672", "\"2021-01-08 07:25:26 GMT\""]	"248000672,\"2021-01-08 07:25:26 GMT\",43.58357,7.12933,285.2,0,511,15,0,\"ICON\",\"9HB4212\",37,18,9,4,3,0,\"\",\"06-15 16:05\""
["248170000", "\"2021-01-08 07:24:17 GMT\""]	"248170000,\"2021-01-08 07:24:17 GMT\",39.56527,2.6302,8.6,0,5,15,0,\"ODYSSEY III\",\"9HB5477\",97,18,16,3,4,0,\"\",\"00-00 00:00\""
["249110000", "\"2021-01-08 07:24:34 GMT\""]	"249110000,\"2021-01-08 07:24:34 GMT\",51.961,3.977,103,0.1,33,5,9593505,\"PIONEERING SPIRIT\",\"9HA4112\",90,140,242,62,62,12,\"NL MSV\",\"08-31 10:00\""
["250005824", "\"2021-01-08 07:23:08 GMT\""]	"250005824,\"2021-01-08 07:23:08 GMT\",37.1096,-8.6753,335.9,0,511,15,0,\"LIR\",\"EI-WH-5\",36,7,7,4,4,0,\"\",\"00-00 00:00\""
["250142400", "\"2021-01-08 07:24:21 GMT\""]	"250142400,\"2021-01-08 07:24:21 GMT\",54.38052,-10.83781,227.4,8.4,225,5,0,\"PROGRESS II\",\"EI6893\",30,15,8,4,4,3.9,\"IRELAND\",\"00-00 24:60\""
["636019333", "\"2021-01-08 07:25:15 GMT\""]	"636019333,\"2021-01-08 07:25:15 GMT\",10.97054,-74.75878,338.2,0,178,5,9545053,\"HOPE\",\"D5UA7\",70,147,34,19,11,6,\"BARANQUILLA\",\"01-06 12:00\""
["730151001", "\"2021-01-08 07:25:52 GMT\""]	"730151001,\"2021-01-08 07:25:52 GMT\",11.0446,-74.82703,306.2,0,511,15,0,\"ISLA SALAMANCA\",\"HKDL\",50,4,12,2,2,0,\"\",\"00-00 00:00\""
["770576123", "\"2021-01-08 07:24:37 GMT\""]	"770576123,\"2021-01-08 07:24:37 GMT\",-34.9003,-56.20342,0,0,511,0,0,\"RIANXO\",\"CXQN\",30,0,0,0,0,5,\"ZONA PESCA\",\"00-00 00:00\""
["319192000", "\"2021-01-08 07:18:41 GMT\""]	"319192000,\"2021-01-08 07:18:41 GMT\",43.69732,7.28438,181,0.1,96,5,1009455,\"MARAYA\",\"ZCXA2\",37,15,39,5,5,3.5,\"NICE\",\"10-14 10:00\""
["338051528", "\"2021-01-08 07:25:07 GMT\""]	"338051528,\"2021-01-08 07:25:07 GMT\",47.62917,-122.39173,0,0,0,15,0,\"PRIME MOVER\",\"\",0,5,10,3,2,0,\"\",\"00-00 00:00\""
["338173854", "\"2021-01-08 07:23:10 GMT\""]	"338173854,\"2021-01-08 07:23:10 GMT\",47.64329,-122.23277,265.1,0,511,15,0,\"SYSTOLE\",\"\",37,13,5,2,4,0,\"\",\"00-00 00:00\""
["338204052", "\"2021-01-08 07:23:47 GMT\""]	"338204052,\"2021-01-08 07:23:47 GMT\",32.72621,-117.19352,88.6,0,511,15,0,\"ISOLA BELLA\",\"\",37,8,4,1,2,0,\"\",\"00-00 00:00\""
